State,Year,Pop12_17,Pop18_25,Pop26Plus,Alc12_17,Alc18_25,Alc26Plus,Mar1_17,Mar18_25,Mar26Plus,Tob12_17,Tob18_25,Tob26Plus,Division,Region
Iowa,2013,242393,352842,1979684,0.108136,0.682905,0.595168,0.051744,0.140096,0.034038,0.094127,0.407475,0.273813,West North Central,Midwest
Kansas,2013,237609,325999,1786820,0.111839,0.612669,0.580722,0.058485,0.151084,0.048065,0.088473,0.411878,0.273717,West North Central,Midwest
Kentucky,2013,340101,470972,2832115,0.09025,0.550726,0.444239,0.056292,0.174908,0.050948,0.108747,0.454804,0.349703,East South Central,South
Louisiana,2013,367862,519036,2899670,0.123475,0.559703,0.525741,0.055532,0.159912,0.044164,0.09707,0.4079,0.302014,West South Central,South
Maine,2013,93811,127380,928319,0.118578,0.663875,0.628188,0.098962,0.283778,0.107687,0.088883,0.406676,0.2592,New England,Northeast
Maryland,2013,455684,629854,3882314,0.125402,0.634117,0.625113,0.080509,0.234189,0.062006,0.059671,0.32659,0.219726,South Atlantic,South
Massachusetts,2013,488765,782118,4469726,0.132999,0.701478,0.660481,0.088829,0.287434,0.090849,0.065968,0.344332,0.208309,New England,Northeast
Michigan,2013,797647,1114774,6446918,0.11564,0.630212,0.583725,0.08085,0.231684,0.081957,0.081741,0.394505,0.291752,East North Central,Midwest
Minnesota,2013,425247,571816,3529926,0.106709,0.647196,0.635989,0.067477,0.197439,0.053239,0.075319,0.398032,0.265397,West North Central,Midwest
Mississippi,2013,245600,338718,1849489,0.098145,0.526747,0.444567,0.056026,0.163903,0.039471,0.103444,0.440952,0.349821,East South Central,South
Missouri,2013,470976,656394,3894492,0.109118,0.600367,0.541287,0.064496,0.216802,0.058521,0.105608,0.463312,0.336708,West North Central,Midwest
Montana,2013,74121,110655,669411,0.111899,0.650058,0.625107,0.082989,0.205712,0.084862,0.094406,0.418783,0.284801,Mountain,West
Nebraska,2013,149327,209508,1171452,0.105294,0.647038,0.618161,0.055405,0.161879,0.039656,0.090364,0.418355,0.279426,West North Central,Midwest
Nevada,2013,221704,287435,1826942,0.135936,0.583145,0.590467,0.079695,0.180072,0.061266,0.076076,0.347839,0.27491,Mountain,West
New Hampshire,2013,99717,141165,900190,0.146323,0.709662,0.688244,0.098306,0.300913,0.087847,0.089927,0.418784,0.232786,New England,Northeast
New Jersey,2013,701644,890874,5907201,0.143077,0.607351,0.614544,0.063626,0.165966,0.047389,0.071682,0.313772,0.21723,Middle Atlantic,Northeast
New Mexico,2013,166639,228647,1314755,0.097071,0.558452,0.52182,0.079843,0.193231,0.080595,0.078642,0.397724,0.263051,Mountain,West
New York,2013,1440280,2239134,12988411,0.128559,0.611377,0.600447,0.077521,0.195743,0.067018,0.059012,0.311781,0.240036,Middle Atlantic,Northeast
North Carolina,2013,771607,1054654,6339066,0.101694,0.552189,0.501484,0.065084,0.161881,0.051478,0.073282,0.357301,0.260805,South Atlantic,South
North Dakota,2013,50733,100601,448656,0.10923,0.700006,0.616711,0.055963,0.140541,0.039482,0.103805,0.45065,0.290325,West North Central,Midwest
Ohio,2013,922292,1235723,7534236,0.110072,0.619629,0.577131,0.060356,0.178864,0.052402,0.093737,0.424614,0.319624,East North Central,Midwest
Oklahoma,2013,309426,429192,2404755,0.108939,0.591277,0.519629,0.055248,0.157621,0.046093,0.109986,0.466629,0.347121,West South Central,South
Oregon,2013,291323,413626,2641759,0.129222,0.629221,0.611222,0.101936,0.248535,0.106773,0.086596,0.353764,0.257568,Pacific,West
Pennsylvania,2013,941238,1382616,8494600,0.128709,0.644236,0.608353,0.069987,0.193604,0.053446,0.091437,0.403676,0.27232,Middle Atlantic,Northeast
Rhode Island,2013,75717,131028,692945,0.132055,0.65297,0.612822,0.106933,0.289032,0.099232,0.067958,0.353668,0.239785,New England,Northeast
South Carolina,2013,362044,521862,3096686,0.096264,0.585193,0.507746,0.061563,0.168939,0.048804,0.07679,0.391884,0.295288,South Atlantic,South
South Dakota,2013,65627,93403,529318,0.092906,0.643874,0.592965,0.053161,0.130247,0.033043,0.100227,0.414202,0.281859,West North Central,Midwest
Tennessee,2013,506479,700245,4226870,0.093479,0.529931,0.453389,0.056968,0.147171,0.040115,0.098631,0.419293,0.296774,East South Central,South
Texas,2013,2327085,3010183,16119667,0.108077,0.561135,0.508848,0.06121,0.150588,0.042115,0.058787,0.340221,0.243855,West South Central,South
Utah,2013,282277,372803,1623929,0.067559,0.366057,0.352073,0.05417,0.115524,0.042453,0.052463,0.235983,0.185156,Mountain,West
Vermont,2013,44408,73820,424696,0.137618,0.715009,0.643459,0.114017,0.305981,0.104153,0.093174,0.411364,0.249656,New England,Northeast
Virginia,2013,622264,896567,5318077,0.11204,0.620388,0.560488,0.058852,0.178497,0.051189,0.077381,0.374476,0.281818,South Atlantic,South
Washington,2013,530795,741218,4566571,0.104393,0.590326,0.578739,0.100635,0.24468,0.112147,0.077019,0.345527,0.243666,Pacific,West
West Virginia,2013,129873,190362,1252711,0.096657,0.529983,0.393651,0.055965,0.169905,0.047508,0.124566,0.506251,0.377092,South Atlantic,South
Wisconsin,2013,448046,620976,3753413,0.140173,0.688236,0.674105,0.071787,0.175037,0.045454,0.092957,0.391153,0.280128,East North Central,Midwest
Wyoming,2013,44128,63910,371861,0.106009,0.635544,0.593744,0.061909,0.160011,0.046659,0.108671,0.441672,0.317921,Mountain,West
Alabama,2014,380801,530600,3138127,0.087635,0.519877,0.468289,0.051607,0.143339,0.038612,0.077816,0.422686,0.312065,East South Central,South
Alaska,2014,59194,83247,438664,0.110359,0.62568,0.594498,0.106409,0.2502,0.128295,0.09873,0.426085,0.322989,Pacific,West
Arizona,2014,546470,741492,4307838,0.10449,0.563783,0.554693,0.077136,0.189153,0.068149,0.061769,0.312252,0.230886,Mountain,West
Arkansas,2014,236359,318914,1895228,0.093427,0.515952,0.442007,0.064556,0.169316,0.056246,0.096738,0.415037,0.358269,West South Central,South
California,2014,3054845,4457598,24866806,0.109246,0.568452,0.555763,0.083226,0.20523,0.078961,0.04295,0.258395,0.182006,Pacific,West
Colorado,2014,415441,587313,3473655,0.125471,0.675645,0.633877,0.111262,0.317456,0.146488,0.070236,0.363872,0.251236,Mountain,West
Connecticut,2014,283053,385831,2387658,0.136064,0.671776,0.647578,0.083382,0.249924,0.072538,0.06395,0.357069,0.214745,New England,Northeast
Delaware,2014,68597,99525,621612,0.103614,0.623749,0.57291,0.074151,0.211882,0.060147,0.067745,0.372006,0.267631,South Atlantic,South
District of Columbia,2014,30707,93667,444939,0.131834,0.742094,0.718599,0.088528,0.261938,0.091383,0.050089,0.307538,0.248835,South Atlantic,South
Florida,2014,1399768,1984453,13702886,0.107235,0.588541,0.587573,0.067806,0.207419,0.060076,0.051683,0.297492,0.233955,South Atlantic,South
Georgia,2014,846476,1114618,6338910,0.089337,0.550591,0.531472,0.069189,0.185907,0.060049,0.061035,0.352141,0.270651,South Atlantic,South
Hawaii,2014,96910,140448,916539,0.105542,0.555186,0.490448,0.061508,0.160947,0.068807,0.05089,0.282218,0.193068,Pacific,West
Idaho,2014,144818,174351,1017451,0.102493,0.47504,0.48926,0.065063,0.136927,0.050611,0.071535,0.316633,0.225001,Mountain,West
Illinois,2014,1023238,1388172,8326464,0.098818,0.605312,0.586601,0.065508,0.196302,0.061264,0.059288,0.342719,0.244282,East North Central,Midwest
Indiana,2014,540670,742735,4189743,0.10057,0.597122,0.540129,0.08082,0.207127,0.066723,0.090462,0.426455,0.315539,East North Central,Midwest
Iowa,2014,242812,356929,1990458,0.101621,0.664441,0.597286,0.053005,0.126705,0.033021,0.091153,0.372467,0.273023,West North Central,Midwest
Kansas,2014,237562,328661,1795749,0.104506,0.593299,0.56877,0.064305,0.157258,0.058489,0.077492,0.346025,0.251411,West North Central,Midwest
Kentucky,2014,339643,472877,2847963,0.082445,0.506878,0.453896,0.063565,0.167165,0.055411,0.104048,0.445815,0.356562,East South Central,South
Louisiana,2014,367670,513576,2928109,0.107479,0.579268,0.53571,0.05332,0.162212,0.04708,0.079214,0.399291,0.324139,West South Central,South
Maine,2014,92645,125931,932783,0.124749,0.663417,0.64387,0.100114,0.297203,0.118448,0.084307,0.382577,0.24181,New England,Northeast
Maryland,2014,454564,625779,3923318,0.120927,0.626202,0.630706,0.092047,0.248669,0.072389,0.060505,0.339822,0.242121,South Atlantic,South
Massachusetts,2014,488093,788758,4519295,0.122104,0.691495,0.608854,0.092247,0.273871,0.09207,0.059755,0.320609,0.20384,New England,Northeast
Michigan,2014,788717,1114570,6479469,0.106891,0.607678,0.579609,0.080626,0.227763,0.081415,0.075674,0.37862,0.277427,East North Central,Midwest
Minnesota,2014,425999,571903,3562031,0.107088,0.656448,0.642262,0.062142,0.193011,0.058807,0.066849,0.355518,0.258576,West North Central,Midwest
Mississippi,2014,244465,337215,1859652,0.087802,0.469304,0.422215,0.052902,0.1391,0.038126,0.089174,0.386248,0.335574,East South Central,South
Missouri,2014,470263,656687,3918803,0.098257,0.593196,0.542651,0.065609,0.194561,0.062782,0.092765,0.442177,0.311356,West North Central,Midwest
Montana,2014,74378,111496,676207,0.099,0.615581,0.626241,0.08706,0.228778,0.094053,0.094976,0.407026,0.271357,Mountain,West
Nebraska,2014,151059,211662,1179809,0.088821,0.628152,0.62679,0.052565,0.168339,0.045256,0.074709,0.376885,0.279699,West North Central,Midwest
Nevada,2014,222788,288699,1872598,0.13667,0.568111,0.568478,0.07393,0.170521,0.064278,0.069409,0.327173,0.256535,Mountain,West
New Hampshire,2014,98378,142433,905672,0.131211,0.689185,0.682687,0.094439,0.291186,0.096547,0.084044,0.395757,0.244178,New England,Northeast
New Jersey,2014,697509,894294,5945550,0.13876,0.636914,0.606341,0.068097,0.189602,0.052285,0.053265,0.309476,0.210029,Middle Atlantic,Northeast
New Mexico,2014,165438,227077,1322519,0.093954,0.557909,0.502515,0.085316,0.206075,0.085479,0.062592,0.354704,0.24464,Mountain,West
New York,2014,1427531,2228431,13092078,0.125722,0.615091,0.580051,0.075509,0.226869,0.075425,0.057048,0.294664,0.240011,Middle Atlantic,Northeast
North Carolina,2014,777550,1062442,6428523,0.081887,0.557702,0.487479,0.05973,0.190412,0.055115,0.059645,0.357735,0.264565,South Atlantic,South
North Dakota,2014,51690,103308,457339,0.118477,0.702011,0.615086,0.06211,0.147704,0.039329,0.098313,0.423769,0.299801,West North Central,Midwest
Ohio,2014,917272,1229015,7573265,0.103268,0.611822,0.562808,0.060522,0.195497,0.05912,0.078599,0.425396,0.309258,East North Central,Midwest
Oklahoma,2014,312268,431096,2427465,0.102231,0.576794,0.485755,0.054207,0.148658,0.048177,0.102236,0.427086,0.33055,West South Central,South
Oregon,2014,291273,414709,2686806,0.116821,0.630203,0.633147,0.09422,0.262943,0.109932,0.070099,0.341597,0.224112,Pacific,West
Pennsylvania,2014,934275,1364517,8539968,0.11341,0.639467,0.603244,0.069784,0.189689,0.060152,0.072357,0.375396,0.268878,Middle Atlantic,Northeast
Rhode Island,2014,75156,129467,698360,0.132325,0.652166,0.632536,0.101867,0.288861,0.103884,0.058551,0.34584,0.232852,New England,Northeast
South Carolina,2014,365128,520055,3154439,0.08875,0.585919,0.484445,0.065659,0.210654,0.06156,0.071113,0.405577,0.289771,South Atlantic,South
South Dakota,2014,65789,93308,534674,0.10385,0.671039,0.622973,0.064267,0.170478,0.052202,0.091985,0.415507,0.279993,West North Central,Midwest
Tennessee,2014,507891,703134,4272566,0.08168,0.5108,0.463712,0.059023,0.159466,0.048059,0.078505,0.39749,0.29313,East South Central,South
Texas,2014,2361420,3057833,16501892,0.099607,0.548639,0.520341,0.068579,0.150786,0.043228,0.057387,0.31144,0.241336,West South Central,South
Utah,2014,288637,379132,1657347,0.054414,0.347655,0.350404,0.045432,0.110745,0.037525,0.037042,0.196262,0.164898,Mountain,West
Vermont,2014,43770,74221,425449,0.13156,0.706481,0.63803,0.108587,0.349457,0.116134,0.08134,0.423842,0.267833,New England,Northeast
Virginia,2014,624487,896614,5378367,0.10651,0.606608,0.550582,0.054371,0.178154,0.048985,0.06057,0.343708,0.25682,South Atlantic,South
Washington,2014,530669,745679,4652511,0.106548,0.584453,0.623892,0.091713,0.218674,0.097421,0.06321,0.310013,0.22463,Pacific,West
West Virginia,2014,129363,188612,1251012,0.099725,0.560559,0.422864,0.060545,0.188852,0.052184,0.1255,0.508384,0.379313,South Atlantic,South
Wisconsin,2014,446438,624460,3771577,0.112509,0.662646,0.651895,0.076045,0.175202,0.05047,0.079622,0.361438,0.256406,East North Central,Midwest
Wyoming,2014,44151,63351,373558,0.107247,0.621494,0.581484,0.065882,0.156416,0.047079,0.105881,0.421045,0.315272,Mountain,West
Alabama,2015,378330,522750,3159474,0.080751,0.507567,0.430638,0.052037,0.142502,0.037664,0.076493,0.362565,0.300868,East South Central,South
Alaska,2015,59083,80112,444143,0.102264,0.58927,0.572372,0.104263,0.276528,0.14651,0.096831,0.379481,0.307797,Pacific,West
Arizona,2015,548504,746271,4399565,0.079452,0.540061,0.557833,0.067498,0.178068,0.057384,0.04351,0.30191,0.222896,Mountain,West
Arkansas,2015,236654,317993,1908182,0.089306,0.494301,0.424526,0.055897,0.154884,0.057429,0.074035,0.3664,0.334988,West South Central,South
California,2015,3039214,4399955,25184187,0.090773,0.541022,0.538836,0.073327,0.230919,0.086964,0.039101,0.231028,0.174895,Pacific,West
Colorado,2015,421468,596535,3551363,0.101592,0.637519,0.620977,0.090776,0.321952,0.140049,0.046358,0.328346,0.21156,Mountain,West
Connecticut,2015,279545,388177,2387609,0.112103,0.673734,0.63345,0.079506,0.269425,0.066623,0.05401,0.338524,0.223346,New England,Northeast
Delaware,2015,69164,97254,632438,0.090482,0.570991,0.559575,0.073541,0.232884,0.068347,0.046847,0.298613,0.233744,South Atlantic,South
District of Columbia,2015,30813,93701,453192,0.097047,0.736286,0.716415,0.080677,0.323885,0.106997,0.043473,0.282797,0.224573,South Atlantic,South
Florida,2015,1405801,1971645,14028654,0.091488,0.57496,0.572993,0.070306,0.198152,0.059998,0.044438,0.263748,0.213868,South Atlantic,South
Georgia,2015,855245,1112080,6443651,0.068965,0.539044,0.496733,0.064002,0.18119,0.054469,0.058163,0.31562,0.261012,South Atlantic,South
Hawaii,2015,96573,135482,926174,0.090966,0.520089,0.464351,0.066348,0.186575,0.068144,0.040449,0.257261,0.187164,Pacific,West
Idaho,2015,146791,175145,1038291,0.089258,0.479226,0.491273,0.057734,0.14699,0.057859,0.057032,0.312314,0.214997,Mountain,West
Illinois,2015,1015317,1372755,8331898,0.096632,0.60763,0.575339,0.067141,0.208744,0.059097,0.060395,0.315319,0.233473,East North Central,Midwest
Indiana,2015,539568,743107,4212004,0.093231,0.59418,0.541819,0.072283,0.195991,0.070296,0.077292,0.373545,0.298909,East North Central,Midwest
Iowa,2015,243253,359178,1999854,0.094179,0.651749,0.6186,0.053776,0.132453,0.040897,0.065406,0.379422,0.2848,West North Central,Midwest
Kansas,2015,237647,327480,1803253,0.102705,0.587199,0.608295,0.061534,0.157347,0.054148,0.058605,0.32224,0.257148,West North Central,Midwest
Kentucky,2015,339903,471060,2865061,0.093474,0.508418,0.430555,0.061341,0.157894,0.056878,0.096075,0.434255,0.35708,East South Central,South
Louisiana,2015,367464,503266,2954805,0.105474,0.555759,0.54425,0.056972,0.174554,0.051457,0.079404,0.35736,0.325173,West South Central,South
Maine,2015,91487,124761,936729,0.117085,0.648563,0.603456,0.096974,0.308479,0.129992,0.083231,0.351706,0.242552,New England,Northeast
Maryland,2015,453674,617785,3951408,0.097295,0.623168,0.601778,0.077754,0.273445,0.078284,0.055709,0.319506,0.223792,South Atlantic,South
Massachusetts,2015,487249,792216,4556470,0.113111,0.695651,0.624845,0.086836,0.27577,0.094517,0.047857,0.310252,0.202986,New England,Northeast
Michigan,2015,779507,1108537,6511669,0.103931,0.595823,0.572954,0.079789,0.22069,0.088931,0.066348,0.340038,0.279572,East North Central,Midwest
Minnesota,2015,427687,572944,3589691,0.103838,0.664734,0.644248,0.058811,0.174237,0.058819,0.056295,0.338185,0.2411,West North Central,Midwest
Mississippi,2015,244221,331045,1870263,0.076866,0.466845,0.390266,0.049455,0.144559,0.042272,0.081127,0.350118,0.328817,East South Central,South
Missouri,2015,469494,652575,3941380,0.0991,0.590355,0.550673,0.062332,0.184192,0.066485,0.084529,0.389099,0.304581,West North Central,Midwest
Montana,2015,74427,111264,684598,0.110506,0.619825,0.618213,0.084298,0.238864,0.10483,0.101302,0.388974,0.292173,Mountain,West
Nebraska,2015,152704,213106,1187602,0.089929,0.624403,0.647048,0.057359,0.173479,0.055786,0.052007,0.338941,0.27689,West North Central,Midwest
Nevada,2015,224147,287409,1916967,0.122761,0.532525,0.550841,0.086497,0.182526,0.067065,0.055065,0.285572,0.2481,Mountain,West
New Hampshire,2015,96774,142696,911511,0.114928,0.692327,0.681661,0.080567,0.282961,0.099299,0.069702,0.360203,0.243065,New England,Northeast
New Jersey,2015,694182,892114,5965066,0.105469,0.61276,0.574044,0.057235,0.205541,0.04828,0.046377,0.302661,0.193072,Middle Atlantic,Northeast
New Mexico,2015,165412,223662,1329649,0.099103,0.543507,0.522953,0.094554,0.228503,0.085516,0.048145,0.345022,0.259329,Mountain,West
New York,2015,1416226,2197628,13150285,0.113717,0.625993,0.579902,0.072787,0.233827,0.076521,0.048913,0.282597,0.228478,Middle Atlantic,Northeast
North Carolina,2015,783879,1053931,6532379,0.07254,0.534693,0.4732,0.058046,0.199216,0.059788,0.058872,0.35789,0.268208,South Atlantic,South
North Dakota,2015,52111,102161,463569,0.119369,0.68683,0.634339,0.056307,0.139215,0.037978,0.075114,0.383674,0.293297,West North Central,Midwest
Ohio,2015,909989,1220151,7605364,0.088879,0.599347,0.557509,0.064102,0.207927,0.073541,0.069403,0.390705,0.308077,East North Central,Midwest
Oklahoma,2015,314698,428910,2448662,0.087149,0.519402,0.44987,0.052036,0.140151,0.046841,0.073122,0.354977,0.331881,West South Central,South
Oregon,2015,291584,417950,2739602,0.099515,0.628007,0.632846,0.097728,0.305955,0.140706,0.06178,0.344115,0.227333,Pacific,West
Pennsylvania,2015,928154,1344620,8572327,0.100211,0.622691,0.59718,0.062452,0.200435,0.06554,0.063557,0.361733,0.277441,Middle Atlantic,Northeast
Rhode Island,2015,74286,127975,702577,0.121,0.673472,0.650527,0.105045,0.319983,0.12654,0.061657,0.336152,0.243387,New England,Northeast
South Carolina,2015,367649,515200,3219369,0.085736,0.565285,0.47777,0.064042,0.196604,0.048067,0.073677,0.389747,0.285679,South Atlantic,South
South Dakota,2015,66117,92977,539708,0.10658,0.647242,0.637556,0.067187,0.170875,0.060644,0.083183,0.395843,0.298046,West North Central,Midwest
Tennessee,2015,508573,700709,4323137,0.079414,0.495809,0.45838,0.061563,0.183363,0.063169,0.074751,0.363972,0.321344,East South Central,South
Texas,2015,2395358,3083498,16842117,0.088621,0.526637,0.515772,0.059352,0.145847,0.04326,0.044247,0.288599,0.247093,West South Central,South
Utah,2015,294912,387120,1695021,0.052502,0.374122,0.323686,0.043207,0.120749,0.038593,0.033568,0.213,0.162178,Mountain,West
Vermont,2015,42936,74732,425544,0.128562,0.689996,0.633893,0.094434,0.381623,0.140002,0.085896,0.439029,0.271591,New England,Northeast
Virginia,2015,626833,888046,5430166,0.102021,0.616045,0.552838,0.053456,0.179378,0.052193,0.056299,0.32295,0.245185,South Atlantic,South
Washington,2015,532127,745740,4751278,0.088584,0.573739,0.608037,0.079307,0.232977,0.106914,0.053792,0.297884,0.200494,Pacific,West
West Virginia,2015,128587,185094,1248039,0.106958,0.54374,0.417689,0.059379,0.165644,0.053928,0.123782,0.443288,0.400093,South Atlantic,South
Wisconsin,2015,445564,626320,3787384,0.108957,0.685899,0.654545,0.069618,0.172625,0.057957,0.062072,0.321776,0.26583,East North Central,Midwest
Wyoming,2015,44091,62125,375070,0.097263,0.612815,0.554482,0.058077,0.150008,0.048756,0.080886,0.402128,0.291119,Mountain,West
Alabama,2016,375632,515697,3179298,0.088801,0.501778,0.445571,0.052579,0.164758,0.048639,0.078957,0.352822,0.319087,East South Central,South
Alaska,2016,58821,75809,450641,0.100999,0.556846,0.563491,0.088367,0.262689,0.149677,0.08686,0.347734,0.276653,Pacific,West
Arizona,2016,551089,747345,4489709,0.082615,0.526139,0.552015,0.06311,0.190892,0.068469,0.036046,0.27987,0.222217,Mountain,West
Arkansas,2016,236782,316285,1922394,0.089169,0.481525,0.423468,0.058124,0.159551,0.072093,0.075174,0.339021,0.330132,West South Central,South
California,2016,3033914,4323156,25492189,0.089523,0.536579,0.548548,0.069323,0.240683,0.096997,0.034507,0.205616,0.170224,Pacific,West
Colorado,2016,425994,591983,3629008,0.097486,0.626648,0.647916,0.090181,0.317394,0.148058,0.046646,0.320308,0.200306,Mountain,West
Connecticut,2016,276122,389201,2395872,0.114239,0.67033,0.647281,0.079122,0.303527,0.076914,0.041324,0.316775,0.215187,New England,Northeast
Delaware,2016,69477,95499,642469,0.083838,0.547802,0.555134,0.074514,0.237259,0.081688,0.040169,0.277387,0.227974,South Atlantic,South
District of Columbia,2016,31164,90630,463974,0.08422,0.697096,0.701681,0.082644,0.34851,0.143165,0.037051,0.287693,0.238631,South Atlantic,South
Florida,2016,1415667,1960092,14351670,0.098615,0.564294,0.552971,0.074767,0.223871,0.068811,0.046207,0.255068,0.213607,South Atlantic,South
Georgia,2016,862534,1106098,6555271,0.077627,0.507115,0.486481,0.053851,0.183779,0.049511,0.054548,0.304583,0.254512,South Atlantic,South
Hawaii,2016,95796,128416,934643,0.081292,0.551336,0.47536,0.065436,0.17446,0.070582,0.034122,0.251449,0.174022,Pacific,West
Idaho,2016,149626,177049,1062401,0.090723,0.494443,0.512483,0.063423,0.160693,0.063956,0.059904,0.329633,0.232876,Mountain,West
Illinois,2016,1006653,1352935,8352680,0.103343,0.596757,0.590249,0.068853,0.235063,0.06663,0.052082,0.290878,0.234455,East North Central,Midwest
Indiana,2016,538403,741896,4240275,0.092113,0.598263,0.533249,0.065063,0.206966,0.076461,0.064312,0.332856,0.282568,East North Central,Midwest
Iowa,2016,244029,359493,2008814,0.096847,0.649104,0.632088,0.05111,0.172909,0.049319,0.05011,0.372167,0.270519,West North Central,Midwest
Kansas,2016,237420,324503,1811408,0.102735,0.595348,0.629405,0.051583,0.16042,0.051224,0.053736,0.317338,0.260452,West North Central,Midwest
Kentucky,2016,340232,468636,2883972,0.102528,0.492709,0.41741,0.060077,0.173838,0.064125,0.096083,0.406412,0.354525,East South Central,South
Louisiana,2016,365494,491237,2976965,0.101929,0.542719,0.543425,0.056679,0.188036,0.059877,0.068962,0.345218,0.323441,West South Central,South
Maine,2016,90519,124197,942340,0.112442,0.642862,0.593707,0.098925,0.343782,0.138945,0.079048,0.352071,0.243024,New England,Northeast
Maryland,2016,453829,609069,3982694,0.094778,0.590777,0.57411,0.071271,0.26241,0.087099,0.044526,0.260957,0.196933,South Atlantic,South
Massachusetts,2016,484894,792371,4598419,0.127164,0.705078,0.649147,0.089071,0.302715,0.109411,0.043132,0.291623,0.20965,New England,Northeast
Michigan,2016,770605,1100969,6555498,0.107627,0.588989,0.572114,0.077254,0.242372,0.099481,0.055181,0.303198,0.279129,East North Central,Midwest
Minnesota,2016,431266,574516,3625172,0.097787,0.654569,0.624627,0.058126,0.191165,0.061292,0.052437,0.344382,0.230112,West North Central,Midwest
Mississippi,2016,243347,325383,1879442,0.076495,0.442394,0.411232,0.050457,0.157901,0.056714,0.076178,0.3381,0.339545,East South Central,South
Missouri,2016,467819,644888,3967539,0.107986,0.557805,0.54871,0.05802,0.185661,0.070784,0.072684,0.313264,0.287149,West North Central,Midwest
Montana,2016,74636,110413,693178,0.128184,0.643751,0.61257,0.088037,0.251324,0.115246,0.083293,0.381988,0.273644,Mountain,West
Nebraska,2016,154318,213416,1196562,0.102059,0.629435,0.637299,0.059965,0.187564,0.059569,0.04962,0.359029,0.273988,West North Central,Midwest
Nevada,2016,226449,285045,1964559,0.096311,0.499426,0.524508,0.08819,0.258643,0.101089,0.04611,0.277482,0.258422,Mountain,West
New Hampshire,2016,95517,142276,920285,0.112973,0.693347,0.675605,0.086373,0.289259,0.108603,0.063767,0.335276,0.224309,New England,Northeast
New Jersey,2016,691607,890578,6001097,0.108664,0.599069,0.569878,0.051556,0.223358,0.051196,0.041359,0.29886,0.21339,Middle Atlantic,Northeast
New Mexico,2016,165925,220697,1338531,0.103241,0.533727,0.530437,0.097419,0.243874,0.101856,0.047597,0.314248,0.265553,Mountain,West
New York,2016,1403019,2156021,13244748,0.098545,0.620698,0.582889,0.067491,0.233469,0.075015,0.037245,0.260877,0.202738,Middle Atlantic,Northeast
North Carolina,2016,789194,1047806,6651709,0.088112,0.495673,0.478497,0.060428,0.190424,0.063954,0.058844,0.339048,0.255815,South Atlantic,South
North Dakota,2016,52376,97469,466368,0.109712,0.675756,0.635239,0.049853,0.144973,0.049334,0.069862,0.352651,0.270712,West North Central,Midwest
Ohio,2016,902125,1214375,7643985,0.091344,0.586831,0.547961,0.063327,0.212731,0.068256,0.068453,0.36598,0.30093,East North Central,Midwest
Oklahoma,2016,316132,423784,2464143,0.088754,0.525957,0.480536,0.053769,0.168024,0.053912,0.061873,0.339163,0.308305,West South Central,South
Oregon,2016,292642,417821,2791313,0.105408,0.62702,0.628773,0.103457,0.331518,0.180742,0.054997,0.323063,0.235739,Pacific,West
Pennsylvania,2016,922209,1328664,8602887,0.100557,0.603045,0.6079,0.055948,0.213785,0.06477,0.058801,0.346019,0.274329,Middle Atlantic,Northeast
Rhode Island,2016,73649,127226,707314,0.110114,0.67964,0.638766,0.094852,0.318622,0.135052,0.049008,0.282238,0.230576,New England,Northeast
South Carolina,2016,370519,510357,3284833,0.086479,0.533246,0.482258,0.05471,0.183822,0.049693,0.067277,0.342532,0.280878,South Atlantic,South
South Dakota,2016,67066,92382,544008,0.112738,0.644444,0.645901,0.05944,0.182504,0.053958,0.083586,0.39091,0.299442,West North Central,Midwest
Tennessee,2016,509963,694756,4382664,0.090109,0.505238,0.46627,0.057455,0.194881,0.064396,0.071108,0.360546,0.315613,East South Central,South
Texas,2016,2431437,3086931,17182224,0.087706,0.516495,0.517437,0.048551,0.146267,0.045855,0.037473,0.272409,0.243776,West South Central,South
Utah,2016,300510,392070,1736486,0.057712,0.361651,0.317621,0.047076,0.147145,0.046349,0.036121,0.203494,0.160999,Mountain,West
Vermont,2016,42109,74469,426296,0.136244,0.709071,0.653367,0.107482,0.38804,0.159095,0.075013,0.42764,0.256184,New England,Northeast
Virginia,2016,628617,877876,5486815,0.096235,0.588471,0.561591,0.054833,0.184691,0.052828,0.050613,0.302255,0.217145,South Atlantic,South
Washington,2016,536155,739948,4859213,0.100488,0.604051,0.594159,0.089576,0.264844,0.142773,0.054592,0.280704,0.210282,Pacific,West
West Virginia,2016,127201,181138,1242852,0.10096,0.533107,0.407773,0.054494,0.169444,0.064444,0.094532,0.438186,0.399684,South Atlantic,South
Wisconsin,2016,444929,625910,3806407,0.107274,0.684277,0.664238,0.059074,0.188162,0.063304,0.055133,0.32322,0.263629,East North Central,Midwest
Wyoming,2016,44231,59736,375321,0.096836,0.577554,0.533717,0.05763,0.164955,0.057658,0.066249,0.385921,0.275406,Mountain,West
Alabama,2017,373065,510012,3201636,0.09251,0.490145,0.477141,0.061763,0.186689,0.069101,0.073403,0.337879,0.317542,East South Central,South
Alaska,2017,58106,73343,454286,0.089598,0.538472,0.56993,0.078759,0.262684,0.160981,0.074483,0.298257,0.25339,Pacific,West
Arizona,2017,556478,753929,4599057,0.084843,0.494278,0.550705,0.062781,0.210667,0.098257,0.0329,0.257333,0.223144,Mountain,West
